Fault ID,Fault Type,"Fault Location (Latitude, Longitude)",Voltage (V),Current (A),Power Load (MW),Temperature (°C),Wind Speed (km/h),Weather Condition,Maintenance Status,Component Health,Duration of Fault (hrs),Down time (hrs)
F166,Line Breakage,"(34.4295, -118.7462)",2072.137350443544,230.60583547645038,52.48808392746704,30.477258957696492,13.299071731331562,Clear,Completed,Normal,2.784621140816162,5.213557356049462
F166,Transformer Failure,"(34.1213, -118.7817)",2266.418050229329,227.4996990754189,49.16264754337208,37.565624865738414,13.156159110736663,Rainy,Pending,Faulty,3.5494692605459837,6.603460145218545
F235,Transformer Failure,"(34.2133, -118.1184)",2010.8321541002224,221.43948857817574,50.090289943661986,45.74649186313539,21.192438626268657,Thunderstorm,Pending,Overheated,3.6955552509092318,5.266063018378881
F411,Overheating,"(34.3438, -118.6602)",1846.2066611255207,204.27694869548102,53.19482443939704,30.843488881639097,23.908027152573077,Thunderstorm,Pending,Normal,2.8088950851113124,3.5665731298580274
F125,Transformer Failure,"(34.7105, -118.825)",2115.958840703301,190.56969404587005,50.307507079584454,27.796555545852286,15.876329801973705,Snowy,Completed,Overheated,4.179492161126532,3.9531655396571894
F203,Line Breakage,"(34.5485, -118.7316)",2166.8832534162393,211.46038046254756,53.63590217002225,28.584601148369302,24.595840452410503,Rainy,Completed,Overheated,3.49234019247064,2.0486169402863696
F337,Transformer Failure,"(34.4523, -118.0953)",1882.6032363290865,247.94857670144134,48.795554896489065,34.208994844416175,21.101132703303623,Thunderstorm,Pending,Faulty,3.6980702478637557,2.3937615659618485
F301,Overheating,"(34.7966, -118.6827)",1891.9837373687947,246.12318524032816,45.49793629149886,35.47126625922455,27.72524439646054,Thunderstorm,Pending,Overheated,3.598574463481897,4.782806388382743
F214,Line Breakage,"(34.343, -118.9736)",2144.478658016115,234.06714323005434,49.594873748263275,38.659787194062304,19.484821551286213,Rainy,Scheduled,Normal,2.9879678866741055,1.687833523040318
F405,Transformer Failure,"(34.6144, -118.1786)",1857.1671290767028,216.34717174555763,49.926243398468166,39.97437027815725,28.530105810928866,Windstorm,Pending,Overheated,3.1892980323507847,5.3300962538921315
F268,Overheating,"(34.5538, -118.8996)",2312.8767894635816,214.64729620026412,54.88239227816257,25.736859929833585,25.483638384964387,Clear,Pending,Normal,2.588441010803093,3.810535477303095
F079,Transformer Failure,"(34.5981, -118.3666)",1955.4340155888106,185.02074145427093,50.175494349835176,31.008657824412612,14.257034287721757,Rainy,Scheduled,Faulty,3.8831095307542514,4.989303852351939
F293,Transformer Failure,"(34.7262, -118.4592)",2082.9145657225563,234.7589946107962,54.38315449597391,28.92885219309887,38.81767918251477,Snowy,Completed,Overheated,3.959879782499167,5.560326830995106
F188,Transformer Failure,"(34.0163, -118.3083)",2164.95333318388,232.62859141175994,44.784683623666695,27.95291845912823,22.587493188145555,Windstorm,Scheduled,Faulty,4.048601536481989,4.309270145770389
F055,Transformer Failure,"(34.3183, -118.8763)",1811.3856019816656,200.55742584238027,52.14181437969518,25.284826615579302,17.03849946842659,Windstorm,Completed,Overheated,5.442166063420913,6.699439334670803
F050,Overheating,"(34.7701, -118.8258)",1999.9016664190476,174.81501068812042,50.57515572060788,24.172997394156795,24.02870040367145,Rainy,Pending,Overheated,2.5903955524070206,3.0988669675918095
F505,Transformer Failure,"(34.2785, -118.084)",2210.2344162992385,231.71147393943428,52.747598223064465,25.448880454834075,26.039414523581613,Snowy,Scheduled,Normal,5.172709450791957,2.1179121276506763
F413,Transformer Failure,"(34.764, -118.6415)",1928.239132442318,220.73208822559815,51.518544856549525,43.59469436547643,35.88450256612419,Thunderstorm,Scheduled,Faulty,4.6239672529159215,4.136368444670308
F486,Overheating,"(34.7105, -118.825)",2222.6402928927373,225.2658627639699,55.36951362565361,36.47032203846641,24.218672386082222,Rainy,Completed,Overheated,4.567677369880908,8.984677718931529
F055,Transformer Failure,"(34.6259, -118.4447)",1953.8274976080493,213.45093401645636,46.13996337037867,52.36935842908835,19.086508189449656,Windstorm,Scheduled,Faulty,5.550486514395744,2.1845348789198415
F393,Overheating,"(34.0498, -118.3679)",1956.1192021902789,198.5388320978427,48.323884215162956,22.90718834714555,30.294436422904774,Thunderstorm,Completed,Normal,3.6972090392894983,4.433040071424266
F048,Transformer Failure,"(34.1262, -118.9636)",2074.9945163299303,232.88350435433904,49.13909812276588,37.06812207536121,24.370739133676842,Thunderstorm,Completed,Normal,3.260218116571647,7.195467709860299
F041,Overheating,"(34.0617, -118.2755)",2008.6524105206022,216.86228253242612,52.02444505450048,26.64003237903742,21.034061471149503,Windstorm,Pending,Faulty,2.731229873044712,5.038148529316619
F211,Transformer Failure,"(34.766, -118.5866)",2232.5886020575444,223.98075201982851,53.59738081086968,31.319195427625814,19.805275234508265,Clear,Pending,Normal,2.3913870249508036,4.075272931840745
F274,Transformer Failure,"(34.6566, -118.6894)",2103.7179319151646,266.44483594270713,50.90896995453085,35.02015903933009,19.309221288890704,Windstorm,Pending,Normal,3.559431988362189,2.4645676264080936
F495,Overheating,"(34.1423, -118.0188)",2123.6186126215366,224.9121950472871,49.07450061717809,33.89857365958735,20.16208122923694,Clear,Completed,Overheated,5.8266789452655505,2.2588536849771623
F164,Overheating,"(34.6843, -118.9941)",1956.5332854893904,225.6752312892595,49.33401404391497,30.84757933509825,18.393223116558907,Clear,Pending,Faulty,5.475015504408563,1.8978350850826153
F137,Overheating,"(34.7577, -118.3316)",2175.99987601137,191.06410684956498,48.40148103726279,39.11573633675494,26.379459450694885,Windstorm,Pending,Normal,3.819266449117553,10.101221714942291
F123,Transformer Failure,"(34.2547, -118.4496)",1997.6494373293829,199.57879556625568,48.72986857377395,21.1085047916481,15.845675863700372,Windstorm,Pending,Faulty,5.139029438920179,2.4740716383046157
F153,Overheating,"(34.9047, -118.9116)",2171.1698753478663,214.6677227539752,52.560351806402686,18.345271024154414,20.570818850459514,Rainy,Completed,Faulty,4.150933551126785,6.2116658004076335
F376,Line Breakage,"(34.6278, -118.9049)",2080.6995496540276,223.85917924833524,42.91885640978485,39.510653055918176,22.460711705467677,Rainy,Completed,Faulty,2.057311653197946,4.756226309221269
F171,Transformer Failure,"(34.9299, -118.3317)",1816.1265018312267,184.57121200627083,51.753258582302145,39.542831272464284,28.555052668395312,Clear,Completed,Overheated,2.751991525088375,4.625161042892401
F182,Overheating,"(34.0465, -118.623)",2063.9363749130434,244.78370058447138,49.17036489535107,30.356799805042463,21.603806937592484,Rainy,Scheduled,Faulty,4.680509533457985,2.184995399725503
F079,Transformer Failure,"(34.913, -118.9203)",2123.2904501476137,207.17945555581574,46.68935176245567,22.28778034161342,31.895104147702142,Snowy,Completed,Normal,3.8880606879127786,8.030068691622366
F227,Transformer Failure,"(34.4042, -118.4402)",2026.3008492777544,231.36954258995434,50.40054557538589,30.32241247134985,29.490712604229724,Windstorm,Scheduled,Overheated,2.4657361321319997,5.103716785228524
F261,Line Breakage,"(34.2509, -118.6552)",1969.4960489106286,196.00271572892586,59.75077813326229,33.00400903278845,13.864665507651186,Thunderstorm,Completed,Normal,2.180630650347917,8.799294407876776
F111,Line Breakage,"(34.6787, -118.3404)",2078.81724694332,195.11572240440478,53.451093893997395,24.439952833445446,11.777061380967478,Rainy,Completed,Faulty,5.228000966309346,0.7418636384066772
F440,Line Breakage,"(34.5186, -118.4941)",1962.5158081773534,200.00656360588775,49.99589185249537,43.078455917905174,33.59214131204272,Clear,Scheduled,Overheated,2.47440207872027,3.7502906653426895
F422,Transformer Failure,"(34.2413, -118.15)",1827.0177147339698,170.72895085427587,44.359209749175065,29.325750278567895,17.569009491724845,Clear,Scheduled,Overheated,4.236933161265157,6.001746761912727
F032,Overheating,"(34.3399, -118.3168)",2149.9974991369445,255.88897650410658,49.34527666025729,33.18701024274178,22.993228638639202,Thunderstorm,Completed,Faulty,2.831233428186712,2.403498871201072
F124,Transformer Failure,"(34.8303, -118.7778)",2073.7154802580867,186.72860750878243,48.896706184241204,30.190418166246946,12.153072694859024,Clear,Scheduled,Overheated,5.6450402320018025,3.7149707753130303
F155,Overheating,"(34.2529, -118.6008)",2244.187720659409,194.65259472646974,49.76675533671958,29.820372911533873,11.704259452895183,Thunderstorm,Scheduled,Overheated,2.588217560698582,4.203490186285225
F340,Overheating,"(34.1759, -118.4521)",2054.915951162673,235.50386366029431,48.534541818341296,30.001848494633265,12.62196514466962,Clear,Scheduled,Normal,4.454741702913242,3.5355142661218837
F347,Overheating,"(34.8173, -118.8213)",2090.2470434385077,187.1522350701167,48.20876045206586,24.271546864814564,9.746710682440785,Snowy,Pending,Overheated,3.499539717535505,3.3712231302365026
F163,Line Breakage,"(34.1647, -118.3731)",1852.5420438439628,216.50117871313722,49.84223694154761,41.172203007876995,27.194178467524267,Snowy,Pending,Faulty,3.6630456525477446,3.762835372378264
F072,Transformer Failure,"(34.9278, -118.5452)",2128.030739798097,215.42389726212036,55.8764456260529,23.76501789475525,16.961835745013328,Thunderstorm,Scheduled,Normal,4.824583821511378,6.111731601223717
F482,Overheating,"(34.5156, -118.1802)",1945.6867270497046,212.69343583852816,47.95976835954734,37.436962958799676,32.477639688387555,Clear,Pending,Overheated,3.906486246286165,3.2654166512081284
F209,Line Breakage,"(34.0617, -118.2755)",2039.4583001518174,220.62918418207184,46.89244254196615,35.39134662096541,19.299366507212376,Rainy,Scheduled,Overheated,5.0387114394455015,5.591540531455713
F363,Overheating,"(34.9242, -118.2883)",1821.4822785847628,208.17401832624185,51.483523755282576,33.798866002660674,20.686714387485285,Windstorm,Completed,Overheated,4.742757631204426,3.785283285919182
F436,Line Breakage,"(34.7759, -118.5975)",1899.9284708781381,235.5552320722685,46.35137036335575,30.75255344357231,22.20687597649451,Clear,Completed,Normal,3.2154937562953343,2.4993141423888257
F229,Overheating,"(34.0465, -118.623)",1924.3267926256005,218.87106573772812,49.6411244973916,30.938592221694186,16.989630675346632,Rainy,Pending,Faulty,2.749823517317893,2.8274203933254283
F296,Overheating,"(34.7545, -118.9329)",1898.9311313189241,230.3449693179367,46.65465487100453,28.300365065093366,18.725662128844842,Thunderstorm,Pending,Normal,2.443514918371333,3.207578260064709
F501,Transformer Failure,"(34.5608, -118.7147)",2287.0559005712903,219.78199581830808,53.524444379445505,33.0274430864002,20.85079165092714,Clear,Scheduled,Overheated,2.368895286552413,0.9944809010704696
F269,Overheating,"(34.1986, -118.9095)",2083.990573283802,229.0273267015768,49.760240923256006,25.877641632313672,20.146662112747197,Thunderstorm,Pending,Overheated,4.365488925794849,2.269887267391712
F001,Line Breakage,"(34.4163, -118.987)",2068.77368269804,227.0570435363891,49.363808112147076,29.369503675608367,14.161827010655092,Rainy,Scheduled,Overheated,5.395009710636342,3.5901429564352885
F210,Overheating,"(34.9604, -118.0921)",1989.0507746662813,204.61546219491717,55.660447997386605,27.747556148787705,11.190050518835898,Snowy,Pending,Faulty,2.740156240440083,4.2649871998631195
F265,Line Breakage,"(34.7262, -118.4592)",2032.5971919821302,170.80461697411272,49.718945962925886,40.149057992202685,20.679539770248848,Windstorm,Scheduled,Overheated,3.762585286841619,2.2989936793644565
F272,Line Breakage,"(34.9854, -118.9746)",2150.234530296227,242.1408288443426,44.980887308805414,31.45534419504292,22.550809807830014,Snowy,Pending,Normal,2.439819190294328,6.935150675018083
F479,Overheating,"(34.8432, -118.2489)",2199.16314300415,219.6615160995021,51.087922938943535,34.37812840304305,18.800918810493197,Clear,Pending,Faulty,2.3992960311270375,1.2341249946641977
F252,Overheating,"(34.0653, -118.5456)",2182.8446708461915,238.88976944300234,51.01770578449331,39.830496141973725,32.55578260648106,Rainy,Pending,Normal,4.2960340879803125,5.629430330100704
F184,Transformer Failure,"(34.4833, -118.5611)",2181.1720286696645,233.2645929392171,48.281452280839744,34.13204217408165,8.653424877502246,Clear,Scheduled,Overheated,3.9699939276057825,3.9920408007340398
F035,Overheating,"(34.6883, -118.0899)",2034.0107036382276,215.4611790821887,48.27244349478565,13.107220884401158,20.607705133088363,Clear,Completed,Normal,5.7057806254081935,3.5517469661654744
F070,Transformer Failure,"(34.9127, -118.2633)",1950.2082955082128,208.3167789316585,46.23814106182184,22.457430419467418,19.228424789636534,Thunderstorm,Completed,Normal,4.010671112303884,2.926910289398972
F063,Overheating,"(34.3207, -118.5398)",2077.7913395286537,233.62307513527128,52.54597359388828,41.07918024089274,10.265182856370945,Clear,Completed,Overheated,4.973811120851476,4.253612791827704
F397,Line Breakage,"(34.6629, -118.4964)",2194.755833845016,259.22396166027227,46.29733278709349,31.76957573828217,24.8068704126987,Snowy,Pending,Overheated,4.72841712128961,5.932054764685778
F460,Overheating,"(34.2322, -118.8526)",1949.052579948311,247.25597064130918,45.83436129880196,27.01956459268105,17.13994700117307,Rainy,Completed,Faulty,3.343551875557436,4.666776147672709
F083,Line Breakage,"(34.749, -118.7373)",1936.21841717718,238.47814492966583,51.095597776995334,41.651906554120146,27.47193380391286,Windstorm,Pending,Overheated,4.378808020768291,5.731009952207081
F138,Overheating,"(34.6677, -118.4861)",2068.1035022160745,187.5808878684371,46.851706978481864,30.39918997004608,26.760232410483944,Clear,Pending,Normal,4.619086261626578,7.804455352413834
F102,Line Breakage,"(34.1619, -118.6775)",1879.8781365842372,217.32500866136812,46.49953496520403,28.89310026625584,10.843608131918057,Snowy,Pending,Faulty,2.2153857330482634,3.036723853145651
F193,Overheating,"(34.3032, -118.1977)",2057.6605305663397,213.21694272934377,48.393172577762726,30.28669539049919,13.830477118251153,Windstorm,Scheduled,Normal,2.0367183739502552,0.9873291643484388
F278,Line Breakage,"(34.3229, -118.46)",2108.5902275576123,205.8366559026291,44.97653634556391,30.34234010566652,20.73102705415073,Clear,Pending,Faulty,3.9805547576359874,3.526802901918922
F394,Transformer Failure,"(34.3447, -118.039)",2210.321054163682,201.54522490548828,50.248697665621556,18.224783179847247,13.311206977027897,Thunderstorm,Completed,Faulty,4.323893464170589,5.766138357289077
F484,Overheating,"(34.7291, -118.1506)",1748.800513406941,211.63395599909038,48.27639465410957,29.43590317611107,17.83279075687374,Clear,Scheduled,Normal,6.063949130336923,4.825637080438524
F264,Transformer Failure,"(34.8578, -118.2559)",2017.7843888761715,216.1458167948135,46.55292648939707,21.444470822747466,29.71812471620894,Snowy,Scheduled,Faulty,3.639667945687183,1.6093226103069243
F367,Transformer Failure,"(34.6999, -118.7188)",2058.711725833745,216.75739341407944,53.15998541822755,14.025226434242395,14.677829989477587,Rainy,Pending,Faulty,6.893113473138287,3.239231864123843
F102,Line Breakage,"(34.0833, -118.5501)",1842.4417673998057,240.24817320542533,50.7662451733627,29.556899807840356,15.83905003703296,Rainy,Completed,Overheated,4.368888694875245,3.8206534482855994
F091,Overheating,"(34.0242, -118.8349)",1889.8207356246949,246.8002945282389,53.08432115258443,32.4138733964283,14.066265088089484,Snowy,Completed,Faulty,4.276271871263831,7.332686486512721
F209,Line Breakage,"(34.749, -118.7373)",1930.6649624036418,231.54332471313785,53.18152928974994,22.443349756038536,25.319015491999945,Clear,Pending,Overheated,4.174630417140968,1.284581321545799
F476,Overheating,"(34.7988, -118.5527)",2101.7176345560365,248.14794414840478,47.265566638272105,45.546342846087846,19.820181551452887,Snowy,Scheduled,Normal,1.3390353554183543,5.564273042816085
F288,Line Breakage,"(34.0848, -118.1083)",2000.9393199793965,213.71795189891327,52.00993389348324,13.24798661898949,28.99966638736474,Clear,Completed,Faulty,4.043472863704364,6.700680951069682
F426,Transformer Failure,"(34.059, -118.2617)",2121.374738819414,175.946172900525,49.323181221800056,35.70540967742184,12.84937007135806,Clear,Scheduled,Faulty,3.7984784529154756,3.7707688171335167
F302,Line Breakage,"(34.0382, -118.3567)",1913.8763981596878,186.56892273383858,51.98616866419079,26.88930733266458,21.483194594637283,Thunderstorm,Scheduled,Normal,2.7870403228739855,4.252380251119413
F231,Transformer Failure,"(34.9278, -118.5452)",1998.3808523110742,224.31214272713808,45.231423119629824,24.270494352497916,18.91684769458317,Thunderstorm,Scheduled,Normal,3.839236636527099,5.619760357384965
F212,Line Breakage,"(34.4945, -118.1668)",1886.316377837595,238.1624848197831,47.70691175475251,20.295064723009087,25.777330767368603,Thunderstorm,Pending,Faulty,2.962538282668522,5.016425560785649
F103,Transformer Failure,"(34.1262, -118.9636)",1954.4944988977386,225.49898438832656,49.49651219730807,33.55320438899093,11.342000240521164,Rainy,Scheduled,Faulty,4.752866025642683,3.321814379760287
F222,Transformer Failure,"(34.9376, -118.8818)",2255.8009765526836,237.01546712043924,48.521914253762525,33.81343707419736,20.994249701383126,Rainy,Completed,Faulty,1.6656312632201136,3.7668857272965
F313,Transformer Failure,"(34.4617, -118.9973)",1879.625463707966,221.97997534993357,49.40430620935458,31.93158921412234,21.44159251037748,Snowy,Pending,Normal,3.2617569178921295,3.7722226208027148
F410,Transformer Failure,"(34.0919, -118.6397)",2249.807695586847,210.6509907370574,48.181421470310816,35.357923218286466,21.380841354567302,Windstorm,Scheduled,Normal,2.89930989632602,4.188052210559176
F420,Line Breakage,"(34.4163, -118.987)",1974.032084956412,206.56416911949825,43.591036554934135,33.33690883703307,13.733466981198047,Clear,Pending,Faulty,3.4692984677620338,3.9057947119698215
F284,Line Breakage,"(34.1047, -118.1603)",2054.9384089339665,159.10313933585547,53.39827063437818,18.217695917387758,24.15604672105031,Clear,Pending,Overheated,4.557869119520222,2.3128495205213517
F079,Line Breakage,"(34.0923, -118.5084)",2231.409297728202,219.91000515634963,50.02662498453128,35.145414246954196,16.78863155789107,Clear,Scheduled,Overheated,1.0900631331007524,6.368358269096644
F035,Transformer Failure,"(34.192, -118.7198)",1976.2702630460872,229.2975774500158,46.675157061153335,31.08903552494141,19.844550905430918,Rainy,Completed,Normal,4.286693422001471,2.4874406386688084
F226,Transformer Failure,"(34.5485, -118.7316)",2167.0598954039447,201.16668883411216,53.25494477827156,24.467816806092827,27.317057451828703,Rainy,Completed,Normal,2.1640114773876125,3.642479543699491
F472,Transformer Failure,"(34.4223, -118.9348)",2137.8708802636174,218.1716998419196,52.74854415702457,26.04501291413156,14.181013943606242,Rainy,Scheduled,Faulty,3.661812664223263,6.6585842994738105
F083,Line Breakage,"(34.1771, -118.935)",1770.4841181607317,256.31365182735476,44.81997907476398,27.90885008206007,6.250483711629691,Clear,Scheduled,Overheated,4.611646487383545,3.5843677729640304
F407,Overheating,"(34.1108, -118.3038)",2246.2324978461083,211.2587826841197,52.27764859492477,34.3791564778574,25.97818137998998,Thunderstorm,Scheduled,Overheated,4.009932927893832,3.8611264765074864
F491,Overheating,"(34.4636, -118.1009)",1792.7314623135653,189.74251431834864,51.65695261886634,36.601277581752115,19.182713820981043,Clear,Scheduled,Normal,3.86506624711369,3.69293483899402
F256,Line Breakage,"(34.6811, -118.3218)",2142.731003007025,202.91811686885342,51.45132291415681,35.85361312601141,24.273081246126132,Clear,Scheduled,Faulty,3.4209462015705214,6.110120741479628
F418,Overheating,"(34.5205, -118.2339)",2259.9250489226197,220.06081391884888,53.28824980421877,33.88818626791963,19.401606333635577,Thunderstorm,Pending,Overheated,5.109204222226406,4.676777814167777
F461,Transformer Failure,"(34.1685, -118.1464)",1832.2144928019793,224.96637690850284,51.60451833401219,21.425220563543977,16.002650036546843,Clear,Completed,Faulty,3.925271729327558,4.60595889770415
F276,Overheating,"(34.6309, -118.802)",2103.3304673119387,216.9869873401166,49.30846800688478,27.824037789974938,19.837492219987823,Rainy,Completed,Overheated,5.066659038607865,2.776670802399682
F305,Transformer Failure,"(34.6807, -118.0055)",1952.2878145760258,264.5154560688317,47.16877305853314,25.77702772952966,11.475888948848091,Windstorm,Scheduled,Normal,4.912790091930175,3.474166343638103
F465,Transformer Failure,"(34.0833, -118.5501)",2079.000468493726,209.99967217118962,53.5520362034609,41.70501375801075,23.245418044203106,Snowy,Scheduled,Overheated,4.635823711450335,4.427893506383302
F412,Transformer Failure,"(34.6742, -118.1915)",2205.672886709265,218.85416195297034,54.135343057320895,39.54236061388585,17.821415958732892,Clear,Completed,Overheated,3.4709172907244534,3.4316817067464394
F382,Overheating,"(34.8432, -118.2489)",1917.379895418899,237.9436238035177,53.044198691888894,26.885515731713575,14.21452151196858,Snowy,Scheduled,Normal,4.7908642507202295,4.02976843901521
F296,Transformer Failure,"(34.7196, -118.7158)",1674.553672280547,233.10598936686984,49.02083923376842,21.101244892086676,11.741296651233398,Snowy,Completed,Overheated,4.063206576759985,2.3759597098748224
F036,Transformer Failure,"(34.0089, -118.1196)",2129.4536023858104,217.34842532628565,49.246261766270635,19.719082489028168,17.277848425266576,Windstorm,Scheduled,Overheated,4.038039001110538,4.269880920906071
F276,Transformer Failure,"(34.6857, -118.1732)",1938.6845560367558,259.85143563324266,44.21071885496871,28.466333306618047,11.451148463126431,Windstorm,Completed,Normal,2.7782865096392637,5.210268414290496
F171,Line Breakage,"(34.4692, -118.6389)",2141.4959722859717,223.57588913919994,48.39087900203023,37.68758390093876,14.961335805728218,Windstorm,Pending,Faulty,3.035718407927626,4.511104266775593
F352,Overheating,"(34.979, -118.5646)",1901.9280152515287,257.59596346108,62.04725064194481,31.570153013871092,21.693164060328964,Windstorm,Completed,Overheated,4.0019002123255225,2.2741589625236553
F016,Overheating,"(34.9449, -118.9839)",1935.0119669510377,197.17247390411,48.18843562767866,27.86786067848711,19.65220596213015,Rainy,Scheduled,Normal,3.1150979967189403,5.076667110048206
F299,Line Breakage,"(34.1603, -118.1848)",2124.4082259206743,211.20491923094337,51.80103077539456,30.932698435978917,12.929631225430203,Snowy,Completed,Normal,3.755806449228576,3.162869192486031
F329,Overheating,"(34.059, -118.2617)",1993.030666287722,258.5236964420981,47.334749527450256,26.56298713421718,20.399367945646585,Clear,Scheduled,Faulty,4.023780231401984,2.897819327403744
F091,Overheating,"(34.673, -118.8585)",1982.000542102254,270.63507965181435,53.47662815737704,20.723744931931243,20.63952509403331,Thunderstorm,Scheduled,Faulty,4.979013886464941,2.5580697379320747
F376,Line Breakage,"(34.7734, -118.9645)",2146.1021595614247,235.57623093981636,45.27943941024718,27.158032066028916,19.731611590907956,Rainy,Completed,Overheated,4.1705221691825,3.300489163364606
F126,Transformer Failure,"(34.1971, -118.3658)",1967.0760048079067,246.80614939937036,47.771590691571184,35.554833593390775,32.694301453569665,Thunderstorm,Pending,Faulty,4.1947407438261815,3.7014739285085194
F026,Transformer Failure,"(34.5608, -118.7147)",1930.0139377872638,227.28527829847187,51.67527363578826,33.754445242320614,27.397490121411224,Snowy,Scheduled,Normal,5.49765090212438,-1.181673021571691
F235,Overheating,"(34.2547, -118.4496)",1956.4006572187361,191.14378217131673,45.30931109913439,14.617658457142936,22.744610366050154,Clear,Scheduled,Faulty,3.5354253183707574,2.7456646301195944
F432,Transformer Failure,"(34.056, -118.245)",2117.668250914596,207.96757708791375,50.74579160127295,26.284823932645438,18.846067422594608,Clear,Completed,Faulty,4.180093436936847,6.036863428607187
F444,Line Breakage,"(34.3336, -118.764)",2111.3944808199844,232.0648552043165,50.06445874991529,36.09543339393768,24.52968457681372,Snowy,Scheduled,Overheated,4.518423058083249,1.2359982703394832
F368,Line Breakage,"(34.7578, -118.9933)",2185.128889111042,251.30899175091363,51.943136994937426,29.65761782350529,16.113026803088104,Windstorm,Scheduled,Overheated,3.530264958005271,4.912741570594687
F423,Line Breakage,"(34.1978, -118.5027)",1982.8403974089913,211.25521408844563,46.65926226132191,28.29335241720644,12.1525580542437,Clear,Scheduled,Overheated,3.973395672382143,4.5706959552118995
F395,Overheating,"(34.3011, -118.8641)",1978.7148047580663,219.23968033246052,43.80388033713866,25.567659952106133,28.523098059757807,Thunderstorm,Completed,Normal,3.5679549921126217,3.737329575832896
F326,Line Breakage,"(34.5239, -118.9869)",2102.5888442418122,211.08461085054128,53.44689445763543,27.681053350014018,22.126362465626517,Snowy,Scheduled,Overheated,4.3685735434398065,4.005447109814494
F388,Transformer Failure,"(34.4413, -118.8643)",1973.5217230886644,213.38475784918955,50.47862936141113,26.638992678787716,17.187232570923314,Thunderstorm,Completed,Faulty,4.794924820446471,1.094611193266675
F034,Line Breakage,"(34.979, -118.5646)",2050.446627768972,214.74712874314812,49.51311326529921,32.15242194942549,18.556760684976474,Clear,Scheduled,Overheated,4.663998792848786,3.1711502747256497
F100,Overheating,"(34.8146, -118.1125)",2023.5638298564952,241.37424365917738,47.864380974991796,38.955007818363455,21.949665559874575,Windstorm,Scheduled,Faulty,4.8843744432392375,5.96240050673422
F303,Overheating,"(34.1408, -118.4657)",2089.2520780068353,216.5737846309927,49.97744448881997,28.752491178573205,9.14065661664589,Snowy,Scheduled,Normal,3.390393741640538,7.253535092905713
F492,Line Breakage,"(34.4363, -118.5547)",2005.3273541851597,237.71952828633962,49.18616961008047,28.733349250344155,27.79081951632039,Windstorm,Completed,Overheated,4.458425510370546,5.206805399207642
F258,Line Breakage,"(34.764, -118.6415)",1945.983040593944,203.65026742779077,51.19464647612514,24.570218420416616,13.918735736968728,Snowy,Scheduled,Normal,1.0984563356601353,1.3722174453011307
F065,Transformer Failure,"(34.203, -118.8494)",2061.7378282621503,173.5021339764469,46.936942512129235,35.76843916290396,11.948420451037546,Rainy,Pending,Overheated,4.521106471187401,6.566489116491091
F386,Overheating,"(34.5574, -118.0871)",2081.660957842228,219.5096808601425,48.395073529391944,27.687424295206267,20.986466302364292,Rainy,Scheduled,Overheated,4.589932590086343,1.8716911126269649
F341,Transformer Failure,"(34.5945, -118.4268)",2080.1731689949597,231.4893827070413,45.01732447043978,30.09381338683534,30.93940186257969,Clear,Completed,Normal,3.7734443141654923,4.808690696475668
F086,Overheating,"(34.715, -118.305)",2121.4422662877214,201.85479411564577,44.95318502968256,26.096100859289766,22.185364032926294,Windstorm,Completed,Faulty,2.260830095023077,4.369407972219935
F386,Transformer Failure,"(34.5078, -118.5804)",2046.3194643434929,189.74752871296553,43.32242789045295,23.591506000812974,27.536943547080575,Windstorm,Pending,Faulty,3.2352277762418904,3.1713935058111398
F122,Transformer Failure,"(34.323, -118.244)",2027.2608507563973,224.6242537807872,45.84526827819555,40.33351068435362,11.790650029692642,Snowy,Pending,Faulty,2.494116726055164,2.5910968510710637
F451,Line Breakage,"(34.0005, -118.8874)",2311.7558783436975,183.02317790383705,49.174017392631434,36.02711454383498,20.38791224479307,Clear,Scheduled,Overheated,4.729416063411525,3.7693735301064177
F330,Overheating,"(34.1213, -118.7817)",2314.729613659135,223.72149241949975,50.56884328476236,33.676865306805304,9.77263886872685,Windstorm,Scheduled,Overheated,4.5157459516596505,3.177959783181757
F211,Line Breakage,"(34.8918, -118.9893)",1901.2344635237382,225.6349615133973,50.15766347100375,33.25168545822938,19.96525282309137,Rainy,Scheduled,Normal,3.0603149049450895,6.340436760193099
F001,Overheating,"(34.7943, -118.57)",1743.024942330864,197.79417384868006,48.06163500652697,37.274037641086395,33.619904615953345,Snowy,Pending,Overheated,3.8717034174300435,3.775257562437388
F157,Transformer Failure,"(34.9196, -118.3233)",2117.1017021346133,195.23493862647675,46.12121714921455,31.864521954143342,21.248131028608526,Clear,Scheduled,Normal,3.2293752754604377,3.8177094483625793
F034,Transformer Failure,"(34.5485, -118.7316)",2169.8241056407414,174.83494668886158,52.35593890044986,28.26131548598004,21.386078245317854,Clear,Scheduled,Normal,4.733661540235344,5.613557095183221
F497,Transformer Failure,"(34.8461, -118.3903)",1995.5999875612843,258.1118812282953,47.40802817135112,29.590844888556454,34.006475354495045,Rainy,Completed,Faulty,3.478178982266832,4.5312873676683525
F427,Line Breakage,"(34.2256, -118.9178)",2173.452153576444,193.525231504672,48.29511027041344,41.47122971961319,23.464759245129578,Snowy,Pending,Faulty,5.8278175132866,3.114067542428943
